ID,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Monthly payment,Credit event,Married,Homeowner,Default (y),Pred_default (y_hat),PD,Group
29,5,51,13600,13600,0,48,0.02446428571428571,0,1,1,0,0,3.334705e-05,0
30,2,29,8200,7352,0,84,0.076103500761035,0,0,0,0,0,0.0049257395,0
31,2,49,5950,5753,0,60,0.08917748917748917,0,1,0,0,0,0.0022605117,0
32,9,71,22830,12330,0,36,0.06666666666666667,0,1,0,0,0,0.00031729485,1
33,4,53,14900,13500,0,72,0.1085,0,1,0,0,0,0.0042632376,0
34,14,41,16200,17569,0,60,0.09615384615384616,0,1,1,0,0,0.00077699835,1
35,4,44,9289,9289,0,48,0.071,0,0,0,1,1,0.9885556,0
36,22,49,11000,10843,0,60,0.124282982791587,0,0,0,0,0,0.0010348832,0
37,16,45,24000,25792,0,96,0.1048387096774194,0,1,1,1,1,0.9880356,1
38,25,58,18538,9273,0,60,0.05581395348837209,0,1,0,0,0,0.0008114456,1
39,40,61,8400,8400,0,60,0.03422222222222222,0,1,0,0,0,0.00066956744,1
40,6,36,17300,20403,0,84,0.06529382219989954,0,1,1,0,0,4.6395886e-05,1
41,27,56,12049,13585,0,60,0.1363636363636364,0,1,1,0,0,0.0019496398,1
42,21,40,6752,6752,0,36,0.05934455270150576,0,1,1,0,0,5.2772266e-05,1
43,4,47,6990,7700,0,72,0.09968602825745683,0,1,0,0,0,0.003388904,0
44,15,52,27985,27985,0,72,0.1028235294117647,0,0,1,0,0,0.0020415909,0
45,1,47,16500,14565,0,72,0.09043478260869565,0,0,0,0,0,0.004576123,0
46,1,22,8500,8500,0,48,0.05555555555555555,0,0,0,0,0,0.008016524,0
47,3,23,16250,13785,0,60,0.08555555555555555,0,0,0,0,0,0.002477252,0
48,3,49,6166,6841,0,60,0.09333333333333334,0,1,1,1,1,0.9878154,0
49,3,61,9710,9220,0,48,0.0625,0,1,0,0,0,0.0020921135,0
50,0,30,7480,7978,0,36,0.1058823529411765,0,1,0,1,0,0.024085717,0
51,1,19,18990,20450,0,72,0.08064516129032258,0,0,0,1,1,0.9941338,0
52,2,22,13000,2500,1,12,0.122331217541835,0,0,0,0,0,0.00070862286,0
53,30,58,35480,16000,0,60,0.0684964200477327,0,1,1,0,0,8.418431e-06,1
54,3,57,8900,4802,1,60,0.06206896551724138,0,0,0,0,0,0.00017954355,0
55,1,28,6450,6404,0,36,0.1044133476856835,0,1,0,1,1,0.9791997,0
56,21,53,18990,18567,0,96,0.07890909090909091,0,1,1,0,0,1.1075207e-05,1
57,12,46,5900,5750,0,60,0.04497816593886463,0,1,1,0,0,0.00022455293,1
58,28,52,22990,15410,1,72,0.1335294117647059,0,1,1,0,0,0.00012299587,1
59,15,56,11801,12500,1,60,0.05958188153310105,0,0,1,0,0,4.070967e-06,0
60,28,48,29139,9139,1,36,0.16875,0,1,1,0,0,2.2753187e-05,1
61,7,71,11490,11490,0,72,0.1247619047619048,0,1,0,0,0,0.017501915,1
62,24,58,13500,11950,0,60,0.06265664160401002,0,0,0,0,0,0.0036857896,0
63,4,23,19890,16747,0,48,0.1470588235294118,0,0,0,0,0,0.00040689742,0
64,0,65,11490,7690,0,60,0.1490236382322713,0,0,0,0,0,0.0003057107,0
65,0,22,14900,14900,0,60,0.2,0,0,0,0,0,0.01116948,0
66,9,36,19683,22848,0,72,0.08437892095357591,0,1,0,0,0,0.2021269,1
67,3,42,8899,6014,0,72,0.07615384615384616,0,0,0,0,0,0.0016351786,0
68,7,27,12880,11292,0,48,0.1275,0,1,0,0,0,2.2687665e-05,1
69,10,51,16900,17920,0,72,0.2092307692307692,0,1,0,0,0,0.003648971,1
70,0,53,13200,14383,0,36,0.1546153846153846,0,0,1,0,0,0.0014834767,0
71,13,73,14950,10950,0,84,0.093125,0,1,0,0,0,0.0042394088,1
72,2,27,8300,8300,0,72,0.07,0,0,0,0,0,0.008550877,0
73,1,50,17900,17900,0,60,0.1982352941176471,0,1,0,0,0,0.017140387,0
74,1,37,14700,7118,1,24,0.1275,0,1,1,0,0,5.803253e-07,0
75,10,74,7490,2490,1,12,0.1638461538461538,0,1,1,0,0,0.0011222338,1
76,4,23,9000,8591,0,36,0.1946153846153846,0,0,0,0,0,0.00044705006,0
77,0,34,16700,14886,0,60,0.1756410256410256,0,0,0,0,0,0.0024153236,0
78,3,43,26179,29248,0,96,0.1433764135702746,0,1,0,0,1,0.64670753,0
79,16,63,7146,7146,0,36,0.1507142857142857,0,0,1,0,0,0.020015514,0
80,0,44,5839,6067,0,24,0.02547223812249571,0,1,0,0,0,0.0031384006,0
81,16,38,14900,14900,0,48,0.07239130434782609,0,1,1,0,0,8.8146604e-05,1
82,3,53,5690,5608,0,72,0.0525,0,0,0,1,0,0.00010815904,0
83,4,37,28854,29000,0,72,0.1112280701754386,0,1,0,1,1,0.9995098,0
84,14,35,17960,14960,0,48,0.1,0,0,0,0,0,5.730013e-06,0
85,17,53,9800,9800,0,72,0.04131578947368421,0,1,1,0,0,0.00235157,1
86,0,33,8900,7400,0,60,0.07722222222222222,0,1,0,0,0,0.0003585631,0
87,2,66,9500,11524,0,72,0.1521739130434783,1,0,1,1,1,0.98854417,0
88,8,47,9950,7950,0,48,0.04119973632168754,0,1,1,0,0,2.7860522e-06,1
89,39,63,15990,13142,0,72,0.07933333333333334,0,1,1,0,0,0.00012434577,1
90,4,46,10900,11942,0,72,0.09538461538461539,0,1,0,0,0,0.00036244802,0
91,19,71,14850,10000,0,60,0.06,0,1,1,0,0,8.748422e-06,1
92,2,56,22129,17629,0,96,0.09545454545454546,0,1,1,0,0,1.0075286e-05,0
93,23,85,10000,7500,0,36,0.151285930408472,0,1,0,0,0,0.027927253,1
94,9,34,19990,14190,0,60,0.121852970795569,0,1,0,0,0,0.00018030682,1
95,1,43,11079,11079,0,72,0.1023890784982935,0,1,1,0,0,0.000385044,0
96,10,51,18500,20378,0,72,0.09571428571428571,0,1,0,0,0,0.00017719534,1
97,5,41,12968,12968,0,48,0.1389277389277389,0,1,0,0,0,0.013449984,0
98,6,37,8990,8650,0,72,0.0421084519842472,0,0,0,0,0,0.0007518915,0
99,1,29,13990,11990,0,84,0.07347826086956522,0,0,0,0,0,0.002037061,0
100,3,37,9990,8052,0,36,0.1205,0,1,0,0,0,0.0034349912,0
101,8,25,5900,3315,1,48,0.018,0,1,0,0,0,0.0036633324,1
102,1,40,15990,14990,0,60,0.127141568981064,0,1,0,1,0,0.19979207,0
103,3,22,6600,2764,1,24,0.08571428571428572,0,0,0,0,0,0.00047618555,0
104,0,41,16379,15374,0,48,0.07770652583930593,1,0,0,1,1,0.997118,0
105,0,38,7750,6712,0,36,0.1164705882352941,0,0,0,1,1,0.9925841,0
106,0,48,6090,6340,0,48,0.0746039856923863,0,1,0,1,1,0.9923515,0
107,6,28,20400,18900,0,60,0.1094444444444444,0,0,0,0,0,0.004027096,0
108,0,45,16300,16300,0,72,0.06912696226934728,0,1,1,0,0,0.008008936,0
109,4,51,7680,8897,0,72,0.0415625,0,1,0,0,0,0.014645195,0
110,2,23,17990,19713,0,72,0.1776,0,0,0,1,1,0.9857636,0
111,3,30,6012,6456,0,36,0.1727272727272727,0,0,0,0,0,0.0035951175,0
112,0,42,9990,11381,0,60,0.064,0,0,1,0,0,0.0077632684,0
113,8,30,11375,11375,0,96,0.07823529411764706,0,0,1,0,0,0.0045984667,0
114,26,52,10990,10890,0,96,0.02129443326626425,0,1,1,0,0,0.4441915,1
115,4,34,13390,8615,0,48,0.07755102040816327,0,1,0,0,0,0.00020045851,0
116,24,48,9490,10760,0,72,0.08,0,0,1,0,0,0.011176361,0
117,1,20,14800,18043,0,96,0.1546666666666667,0,0,0,1,1,0.9954248,0
118,7,29,3130,3130,0,36,0.0699619771863118,0,1,0,0,0,0.0012424991,1
119,3,20,22586,22682,0,60,0.1814814814814815,0,0,0,1,1,0.8565419,0
120,31,47,12163,10163,0,48,0.087984496124031,0,1,1,0,0,0.0022253215,1
121,26,44,5133,5133,0,36,0.08406113537117904,0,0,0,0,0,0.00053312036,0
122,1,59,11650,5906,0,36,0.08894736842105264,0,1,0,0,0,3.139988e-06,0
123,5,31,16110,15870,1,96,0.07057163020465773,0,1,0,0,0,0.0135384705,0
124,0,26,10540,10540,0,60,0.07559614408929477,0,0,0,1,0,0.06346613,0
125,1,41,12900,14292,0,84,0.1258064516129032,0,1,0,1,1,0.9800975,0
126,19,60,18000,16905,0,24,0.2246875,0,1,1,1,1,0.9633822,1
127,27,54,17800,20607,0,96,0.1030434782608696,0,0,1,0,0,0.0007024515,0
128,22,45,17508,17508,0,72,0.04933333333333333,0,1,0,1,1,0.98615056,1
129,6,52,5844,6331,0,48,0.06863636363636363,0,0,0,0,0,0.00045149802,0
130,27,50,18700,10200,0,96,0.03909090909090909,0,1,1,0,0,0.001459827,1
131,1,47,6243,6243,0,36,0.1268965517241379,0,1,0,0,0,0.0032452063,0
132,10,52,715,715,0,8,0.0455,0,1,1,0,0,0.00023798832,1
133,10,76,4764,4764,0,24,0.08333333333333333,0,0,0,1,1,0.9851354,0
134,2,58,12000,17159,0,84,0.0936,0,1,1,0,0,9.009609e-05,0
135,19,56,19160,15538,0,48,0.1041666666666667,0,1,1,0,0,4.4595214e-05,1
136,38,55,15800,6315,0,48,0.03333333333333333,0,1,1,0,0,1.7355791e-07,1
137,2,42,9680,10910,0,96,0.06691800188501414,0,1,1,1,1,0.99399924,0
138,4,59,6572,5000,0,36,0.4166666666666667,0,1,1,0,0,0.00070139696,0
139,9,59,19990,22103,0,72,0.1717948717948718,0,1,0,1,0,0.3123771,1
140,15,42,11590,12611,0,60,0.08547486033519552,0,0,0,0,0,0.00014586313,0
141,9,42,24349,24349,0,72,0.2126666666666667,0,0,0,0,0,0.011551963,0
142,42,59,18946,17046,1,60,0.1076923076923077,0,1,0,0,0,0.00018269032,1
143,0,38,24880,27364,0,72,0.1162962962962963,0,1,0,1,1,0.66189796,0
144,1,49,14280,12280,0,60,0.04907115317209954,0,1,0,0,0,0.0050914176,0
145,4,45,3490,3490,0,48,0.04184782608695652,0,0,1,0,0,7.069656e-06,0
146,5,22,20750,19050,0,60,0.1226666666666667,0,0,1,0,0,0.0003269341,0
147,7,34,12500,11236,0,48,0.0652,0,0,0,0,0,5.2905794e-05,0
148,0,31,12450,13800,0,72,0.1178571428571429,0,0,0,1,1,0.99135286,0
149,0,52,3990,4417,0,36,0.07065217391304347,0,0,0,1,1,0.95689267,0
150,8,32,14640,8122,1,24,0.07822222222222222,0,0,0,0,0,0.0042718695,0
151,17,60,15600,16267,0,72,0.1539393939393939,0,1,1,0,0,3.433866e-05,1
152,16,46,15500,13000,0,96,0.05289588215600938,0,1,1,0,0,0.00013892236,1
153,17,51,7436,8001,0,48,0.03252788104089219,0,1,1,0,0,0.0028510196,1
154,7,72,7450,7756,0,48,0.1166666666666667,0,1,1,0,0,0.0005174835,1
155,20,55,14990,14990,0,96,0.1718181818181818,0,1,1,0,0,0.013040353,1
156,2,66,29000,29000,0,60,0.1788359788359788,0,1,1,1,1,0.98787713,0
157,5,40,20849,20849,0,60,0.07176470588235294,0,0,0,0,0,0.0073949383,0
158,15,57,26790,15790,0,48,0.098,0,1,1,0,0,1.4858242e-06,1
159,27,52,4884,4884,0,24,0.1413333333333333,0,1,1,0,0,7.583832e-07,1
160,23,42,16700,12658,0,60,0.06133828996282528,0,1,1,0,0,1.6276714e-05,1
161,2,24,2272,2417,0,24,0.08153846153846153,0,0,0,0,0,0.007931335,0
162,0,42,23900,20451,0,60,0.1087155963302752,0,0,0,0,0,0.005003011,0
163,7,43,7320,6558,0,72,0.09545454545454546,0,0,1,0,0,0.0012220854,0
164,5,46,5950,5950,0,48,0.0685,0,0,0,0,0,0.000120015335,0
165,0,59,2846,2846,0,48,0.05307692307692308,0,0,0,1,1,0.9766198,0
166,41,61,5572,4728,0,36,0.073,1,1,0,0,0,0.00040074612,0
167,18,46,2500,2656,0,24,0.0456,0,1,1,0,0,0.0014653808,1
168,0,25,16890,16153,0,60,0.1716666666666667,0,0,0,0,0,0.0045809015,0
169,2,27,26228,21368,0,72,0.09619047619047619,0,0,0,0,0,0.00013359022,0
170,2,24,7560,6592,0,60,0.07,0,0,0,0,0,1.3119111e-05,0
171,2,47,11450,4000,1,36,0.09899328859060402,0,1,1,0,0,5.7776424e-06,0
172,4,42,13800,13800,0,60,0.04406779661016949,0,1,1,0,0,1.3587127e-05,0
173,6,58,11950,12709,0,96,0.1333333333333333,0,1,0,0,0,0.01491996,1
174,7,59,9990,9774,0,96,0.07,0,0,0,0,0,5.862625e-05,0
175,3,84,10800,5000,0,48,0.08,0,1,0,0,0,0.0026455452,0
176,4,26,11650,12917,0,72,0.03412204234122043,0,1,0,1,1,0.9899081,0
177,1,23,13000,11248,0,48,0.16,0,0,0,0,0,0.023558116,0
178,15,78,12540,12240,0,48,0.1346153846153846,0,0,1,0,0,0.003797198,0
179,6,29,35010,29010,0,60,0.1355555555555556,0,1,0,0,0,0.00052352884,1
180,1,20,16790,18821,0,60,0.2041666666666667,0,0,0,1,1,0.9998759,0
181,12,59,27219,20219,0,48,0.1,0,1,1,0,0,0.0017336443,1
182,4,52,3927,4349,0,36,0.05157936825269892,0,1,1,0,0,1.3774542e-05,0
183,6,52,9700,8576,0,36,0.1452941176470588,0,0,0,0,0,0.0014760315,0
184,0,34,28650,26973,0,72,0.1325581395348837,0,1,0,1,1,0.99514455,0
185,0,60,13490,12147,0,36,0.1434294871794872,0,1,0,0,0,0.002545639,0
186,0,37,10120,11306,0,96,0.05910267471958585,0,0,0,0,0,0.0069134235,0
187,25,64,8100,3600,1,24,0.05172413793103448,0,1,1,0,0,0.003789909,1
188,18,47,12844,12844,0,41,0.1088372093023256,0,1,1,1,1,0.9905505,1
189,6,38,12159,10659,0,60,0.09385474860335195,0,1,1,0,0,0.0002118199,1
190,2,63,6990,5990,0,60,0.05405405405405406,0,0,0,0,0,0.0007378007,0
191,17,56,14490,10814,0,48,0.0648508430609598,0,1,1,0,0,1.3489147e-05,1
192,3,23,5950,6783,0,60,0.08714285714285715,0,0,0,0,1,0.9203225,0
193,36,56,21400,15925,0,60,0.1041666666666667,0,1,0,0,0,1.9407147e-05,1
194,5,47,9900,8700,0,72,0.105,0,0,1,0,0,0.00013647809,0
195,2,29,15000,14724,0,24,0.1844,0,0,1,0,0,0.00037073175,0
196,0,44,11389,13738,0,84,0.1125869702719798,0,0,0,0,0,0.0082200235,0
197,3,19,7990,4255,1,24,0.1430769230769231,0,0,0,0,0,5.919084e-07,0
198,0,42,4000,4250,0,24,0.05791139240506329,0,1,0,1,1,0.9915581,0
199,13,48,10360,10094,0,48,0.1036363636363636,0,0,0,0,0,8.088884e-05,0
200,5,50,10338,11242,0,60,0.1033333333333333,0,0,0,0,0,0.008979299,0
201,18,41,23490,20490,0,60,0.05997474747474747,0,1,0,0,0,0.00018149959,1
202,1,39,22900,21802,0,72,0.1845588235294118,0,0,0,0,0,0.014332854,0
203,14,42,7922,8874,0,48,0.09238095238095238,0,1,1,0,0,3.748729e-05,1
204,1,62,7980,6480,0,36,0.08434782608695653,0,1,1,0,0,2.668573e-05,0
205,15,52,18500,17800,0,60,0.06633333333333333,0,1,0,0,0,0.0028217393,1
206,1,37,18490,20058,0,60,0.1969230769230769,0,0,0,1,1,0.999818,0
207,1,30,9200,9900,0,48,0.3125,0,0,0,0,0,0.02070354,0
208,12,36,25990,26120,0,72,0.08966666666666667,0,0,0,1,1,0.99055415,0
209,21,46,8914,8914,0,30,0.1036649214659686,0,0,0,0,0,0.0010993729,0
210,4,25,7154,7749,0,60,0.07405405405405406,0,0,0,0,0,0.008818741,0
211,12,32,20016,23250,0,96,0.2472727272727273,0,0,0,1,1,0.99689317,0
212,24,43,23000,9000,1,12,0.2321212121212121,0,1,0,0,0,0.00015985628,1
213,3,22,3990,4290,0,36,0.09142857142857143,0,0,1,1,1,0.9831079,0
214,36,52,15825,10260,1,36,0.0925,0,1,0,0,0,3.815965e-05,1
215,21,42,9016,9016,0,36,0.095,0,0,1,0,0,0.00086774863,0
216,1,53,5981,6229,0,24,0.06388888888888888,0,1,1,0,0,1.35096425e-05,0
217,42,59,16450,5600,1,24,0.09128205128205129,0,1,1,0,0,6.229554e-05,1
218,1,64,22610,18874,0,48,0.17,0,0,1,1,1,0.98856676,0
219,0,22,17890,19438,0,60,0.3104347826086957,0,0,0,1,1,0.9978206,0
220,0,19,13000,11615,0,60,0.1904347826086956,0,0,0,0,0,0.0026296272,0
221,1,26,12490,13112,0,72,0.1658333333333333,0,1,0,0,0,0.0041542887,0
222,8,54,8999,10364,0,60,0.09850746268656717,0,1,0,0,0,3.9762126e-05,1
223,23,62,8480,8725,0,72,0.04380952380952381,0,1,0,1,0,0.0012750007,1
224,4,22,20490,20490,0,60,0.132972972972973,0,0,0,0,0,0.0020362341,0
225,6,69,12370,9718,0,72,0.05041459369817579,0,0,1,0,0,0.0022159743,0
226,3,39,11450,10750,0,60,0.1071428571428571,0,0,1,0,0,4.3333872e-05,0
227,0,26,11240,11240,0,60,0.1048,0,0,0,0,0,0.020001352,0
228,1,52,19350,22561,0,72,0.1361111111111111,0,0,0,1,1,0.98908514,0
229,4,50,17460,18490,1,60,0.12125,0,1,1,0,0,0.009022049,0
230,4,33,8970,10433,0,72,0.101875,0,0,0,0,0,0.0020414384,0
231,2,65,7500,7499,0,96,0.062,0,1,0,0,0,0.0005230164,0
232,1,41,23860,20990,0,84,0.09389830508474577,0,1,0,0,0,0.0010181196,0
233,18,62,18200,20577,0,60,0.2514285714285714,0,1,1,0,0,0.001828311,1
234,0,27,3546,3809,0,36,0.1018181818181818,1,1,0,1,1,0.9981198,0
235,12,37,23000,15181,0,60,0.08634920634920636,0,1,1,0,0,1.3612721e-06,1
236,32,60,22100,16000,0,48,0.05666666666666666,0,1,1,0,0,1.9422292e-05,1
237,8,29,9990,9490,0,96,0.05404135338345865,0,0,0,1,0,0.006937022,0
238,24,50,10990,9390,0,60,0.1264285714285714,0,1,1,0,0,0.00029619338,1
239,2,49,21145,25455,0,72,0.2733333333333333,0,0,1,0,0,0.10268644,0
240,5,29,4467,4817,0,48,0.09083333333333334,0,0,0,0,0,0.008387336,0
241,22,40,23049,17931,0,36,0.06090909090909091,0,0,1,0,0,7.753505e-06,0
242,3,21,11700,9200,0,48,0.1089473684210526,0,0,1,0,0,0.011318817,0
243,18,53,6300,6835,0,60,0.06916666666666667,0,0,1,1,1,0.9674653,0
244,25,71,6810,6810,0,72,0.07578947368421053,0,0,0,1,1,0.9858947,0
245,2,58,6340,6695,0,72,0.09581881533101046,0,0,0,0,0,0.013613483,0
246,14,60,11385,11485,0,96,0.1,0,0,1,0,0,0.008793294,0
247,18,56,10600,11171,0,48,0.168,0,1,1,0,0,7.217756e-05,1
248,9,38,8950,7939,0,48,0.05405405405405406,0,0,0,0,0,5.9726685e-06,0
249,4,42,19400,21925,0,60,0.0884046052631579,0,0,0,1,1,0.99422824,0
250,29,57,13900,12514,0,60,0.05087719298245614,0,1,1,0,0,3.4974137e-06,1
251,2,31,15900,17019,0,36,0.225,0,1,0,0,0,0.0007672723,0
252,3,36,18470,20098,0,60,0.1131455399061033,0,1,0,0,0,0.1225764,0
253,19,36,19500,18200,0,60,0.05235294117647059,0,1,1,0,0,9.178247e-06,1
254,1,62,5900,4400,0,48,0.04208333333333333,0,1,0,0,0,3.7126752e-05,0
255,22,57,4472,4472,0,36,0.03124260355029586,0,1,1,0,0,0.0027980476,1
256,1,52,14000,4337,1,60,0.039,0,1,0,0,0,0.00038336104,0
257,7,32,15680,17430,0,48,0.09444444444444444,0,1,0,0,0,0.005880341,1
258,4,35,12490,13838,0,84,0.1009076348104645,0,0,0,0,1,0.5297638,0
259,1,43,3400,3757,0,36,0.1054613935969868,0,0,0,0,0,0.0068554874,0
260,0,26,5019,5548,0,36,0.1406779661016949,1,0,0,1,1,0.9991173,0
261,2,22,12500,12505,0,60,0.1166666666666667,0,1,0,0,0,0.0037226528,0
262,4,23,13990,17022,0,96,0.1483870967741935,0,0,0,1,1,0.9829829,0
263,1,61,23115,23115,0,48,0.15,0,0,0,0,0,0.010081193,0
264,32,59,13700,12700,0,84,0.105,0,0,0,0,0,0.011704488,0
265,32,52,7700,8619,0,48,0.06925925925925926,0,1,0,0,0,0.00044879172,1
266,16,54,11990,6847,0,36,0.1233453670276775,0,1,1,0,0,1.8365981e-07,1
267,15,58,13490,13490,0,60,0.06300539083557952,0,1,1,0,0,0.00013115242,1
268,9,56,11790,11790,0,72,0.09701492537313433,0,1,1,0,0,0.00098341,1
269,5,28,16250,12750,0,48,0.179902755267423,0,0,0,0,0,1.3574719e-05,0
270,17,43,16800,11100,0,36,0.1443478260869565,0,1,0,0,0,1.6486082e-06,1
271,20,82,7590,5090,0,24,0.04333333333333333,0,0,1,1,1,0.9797489,0
272,3,25,5750,6441,0,48,0.1175,0,0,0,1,1,0.98567957,0
273,6,28,14690,14690,0,60,0.0578125,0,0,0,0,0,0.0015076819,0
274,28,64,13950,12450,0,60,0.138,0,1,1,0,0,4.854473e-06,1
275,9,49,19400,16900,0,48,0.1055,0,1,1,0,0,4.7065132e-05,1
276,1,21,2350,2500,0,24,0.1294117647058824,0,0,0,1,1,0.98994046,0
277,15,53,7000,6471,0,48,0.1168,0,1,1,0,0,0.00044131203,1
278,13,55,22640,25186,0,96,0.1873015873015873,0,1,0,0,0,0.000270054,1
279,15,78,4365,1550,1,12,0.0825,0,0,0,0,0,0.0074221557,0
280,5,32,11490,11490,0,48,0.07157894736842105,0,1,0,0,0,0.0031662197,0
281,4,56,9738,9738,0,36,0.1616666666666667,0,1,1,0,0,0.00070107816,0
282,1,51,7790,2999,1,36,0.09,0,1,0,0,0,0.0010098668,0
283,11,71,12790,12816,0,48,0.08333333333333333,0,1,1,0,0,0.00017045895,1
284,10,71,2775,2804,0,12,0.1062068965517241,0,0,0,1,1,0.9893277,0
285,4,66,8816,8916,0,48,0.04901185770750988,0,0,1,0,0,0.010723294,0
286,20,59,21450,22560,0,96,0.108728943338438,0,0,0,1,0,0.013311794,0
287,28,46,16990,18789,0,72,0.085,0,0,0,0,0,0.01028367,0
288,12,34,17500,17500,0,60,0.06277173913043478,0,1,1,0,0,0.010340067,1
289,7,55,11390,11390,0,60,0.1153846153846154,0,1,1,0,0,0.005547302,1
290,3,27,13590,13700,0,60,0.125,0,0,0,1,1,0.98479223,0
291,3,48,9950,10533,0,72,0.1021170610211706,0,0,0,0,0,0.004826688,0
292,2,26,2000,2072,0,12,0.0838095238095238,0,0,0,0,0,0.23306985,0
293,0,32,14900,10900,0,48,0.1641666666666667,0,0,0,0,0,0.00028996673,0
294,34,53,20245,20995,0,72,0.09083333333333334,0,0,1,0,0,0.00033311962,0
295,1,48,8000,7063,0,60,0.1181818181818182,0,0,0,0,0,0.07638201,0
296,7,58,4643,4894,0,48,0.04782608695652174,0,1,1,0,0,0.0008649295,1
297,10,40,8475,9652,0,60,0.09243243243243243,0,1,0,0,0,0.00836525,1
298,26,45,8900,6900,0,60,0.064,0,0,0,0,0,0.012193157,0
299,24,47,15030,15158,0,48,0.0895,0,1,1,0,0,0.01127542,1
300,19,39,22900,20300,0,72,0.05012853470437018,0,1,1,0,0,6.119367e-05,1
301,2,42,11990,17726,0,48,0.1365964712578258,0,1,1,0,0,0.12250282,0
302,0,21,4140,4397,0,24,0.1175,0,0,0,1,1,0.99839336,0
303,30,51,28780,27930,0,60,0.1254545454545455,0,0,0,0,0,0.000111627756,0
304,0,23,25280,20280,0,36,0.1488058787507655,0,0,0,1,1,0.9782581,0
305,11,34,7990,9244,0,72,0.09784172661870504,0,1,0,1,1,0.9791894,1
306,15,44,7110,7110,0,48,0.3488888888888889,0,1,0,1,1,0.97836566,1
307,7,72,17700,16291,0,72,0.2189716312056738,0,0,0,1,1,0.9012414,0
308,6,69,5850,6292,0,24,0.12421875,0,1,0,0,0,0.0005475539,1
309,9,73,20000,20411,0,24,0.1771428571428571,0,1,1,0,0,0.009268823,1
310,1,33,8000,6495,0,48,0.08052631578947368,0,0,0,1,0,0.029774962,0
311,4,28,17029,17029,0,60,0.0596969696969697,0,1,0,0,0,0.008754785,0
312,0,30,9690,10170,0,36,0.1662857142857143,0,0,0,0,0,0.015298631,0
313,1,42,7800,3040,1,36,0.05421686746987952,0,0,0,1,1,0.9768693,0
314,17,44,12000,12000,0,60,0.07150537634408602,0,1,1,0,0,7.521033e-05,1
315,5,58,18950,16133,0,60,0.06103448275862069,0,1,1,0,0,8.11571e-05,0
316,2,47,11490,10941,0,60,0.078714859437751,0,1,1,0,0,0.017621642,0
317,3,50,21475,21475,0,60,0.08888888888888889,0,1,1,0,0,0.015033404,0
318,0,45,21000,24093,0,60,0.1289905090595341,0,1,0,0,0,0.009216582,0
319,17,56,8390,8926,0,60,0.08888888888888889,0,1,0,0,0,0.00021267512,1
320,12,37,9990,12131,0,96,0.05930232558139535,0,1,0,0,0,0.11138769,1
321,2,25,11300,8800,0,48,0.132,0,0,0,0,0,0.0005026679,0
322,26,46,15300,17384,0,60,0.07511111111111111,0,1,1,0,0,0.007893068,1
